Avgmemreal,forecast
0.4824753847871749,0.05964959707228418
0.4873689466513421,0.06056229216003234
0.5446901262371266,0.06414249796365279
0.5528936653271077,0.06886849302855413
0.5391967319127022,0.07205731860456377
0.5522982005627781,0.07395654858249606
0.577618961418648,0.07803843267787208
0.5567022582637413,0.08492075714870523
0.5423583276579329,0.09070881583125939
0.5473167224016076,0.09195326083345878
0.5757671108542923,0.10147206483756072
0.5789073455494567,0.09965169639916194
0.616989696989168,0.5700740647400184
0.6517419406170659,0.5650268729081569
0.6505726114178103,0.5640545866859088
0.6649627301313776,0.5431502978334258
0.6703511062641252,0.5328379664054772
0.6684180110833899,0.5183019395669385
0.6695869810163049,0.5198414359008505
0.6678670381988852,0.508711016645599
0.6553193776896118,0.4781768641208231
0.6566831325381937,0.48148167825002347
0.6758752075110652,0.4882613057645201
0.6730905223226946,0.46559672500063415
0.6627778722690751,0.6619997004443814
0.6905064813445934,0.6713660969239028
0.6888198950952518,0.6454764698584275
0.7238652825875265,0.6497721644224146
0.7196005717172682,0.6531866458396349
0.755904229121545,0.6175147490403241
0.7685212449089807,0.6268596319227854
0.7618997481736713,0.637176139096958
0.7453965359463524,0.6201806450904556
0.7518291719714412,0.611488892949509
0.757945948459366,0.6010832467583185
0.7696143421630164,0.5963533738071969
0.7390307375447833,0.7647029176476674
0.7300453214877674,0.7631859740521243
0.741152585207834,0.7614540589598608
0.7547268792755859,0.7261012506150641
0.7193092041527196,0.7590981362679159
0.7361146607896645,0.7270337249652272
0.7467509426469978,0.7301068576339165
0.7234900466219971,0.7114746503558684
0.7054476495085213,0.7422352872415894
0.689833055015584,0.733093884553238
0.7135888427028041,0.6951238399144781
0.7443278600839571,0.7070555464966467
0.7277267849757005,0.7431261685229847
0.725327016756879,0.7367362589302631
0.7101118627480427,0.7232650038923352
0.7011202085324659,0.7061873678606304
0.6934948327201529,0.6986654726892408
0.6779758149990738,0.6999963413130437
0.7245681853581867,0.6875941136371837
0.7306469884239928,0.6809802098452661
0.7191021686717287,0.676229174988636
0.7239547723080451,0.6522738327987871
0.7520876789586852,0.6491088581055692
0.7543380949729586,0.6442872685701142
0.7500707445793051,0.7522582773114901
0.7266356798348055,0.7499591583589438
0.6918138103821072,0.7685010469704632
0.6811934304962088,0.7650559205670987
0.682780736186122,0.7548930457551419
0.6639932180881667,0.7455552106081125
0.6685830805498891,0.7474676662182546
0.6696675452408145,0.7484641052067322
0.6427679519347322,0.7188523010735357
0.6380414606196099,0.7229364537706899
0.648804711283226,0.6902258851829562
0.6331169251656943,0.7119535685107996
0.6553846414525282,0.6155595555063444
0.6707382005090636,0.6297963903619387
0.6556034236405683,0.6299610945521776
0.6761821224979849,0.6159919166943622
0.6633865936238565,0.6213422143945129
0.6560907615532474,0.6210016287317965
0.6737040473166569,0.6115465277038645
0.6716609834576024,0.6145055750112779
0.6763899562073163,0.6075492338153328
0.6843742070637828,0.6207433782460126
0.6910882930455591,0.6017179520576086
0.6795102127451143,0.614984585280363
0.6520091654479705,0.6800454786217259
0.6315780787082661,0.691930753930926
0.6451806721869153,0.6714635764073333
0.646564005492644,0.7031146259400907
0.6473397513268315,0.7028732139705083
0.6685148140280663,0.6758799263675146
0.6480554832776686,0.6785963976338409
0.6518636755762228,0.6731157141920634
0.6480658522159781,0.7011435536131161
0.6361825064642721,0.6961340296256179
0.6418326614552483,0.7154416174680276
0.607201971719322,0.7127929220481148
0.5841432379100882,0.6110117034440803
0.5762547728160916,0.6042545540092087
0.5528046191736071,0.5976762500211723
0.5426591889949464,0.6027233851814617
0.5277034897329025,0.6043934968290676
0.5224804075870382,0.6072943850939314
0.529876432727904,0.6043543726248397
0.5219807615492533,0.5941662403148793
0.5502258028772495,0.6048226446747507
0.5850861639770963,0.6007046303944501
0.5548643066205314,0.6044130927756488
0.5381623093099752,0.6086197457158741
0.526940834064916,0.5424623507318922
0.5304030386197052,0.5398093704436977
0.5173638030842989,0.5433975383793412
0.5029550698781642,0.5544106924764708
0.5601109209624913,0.5579735408719729
